rank,score,deferred,chapel,requirements,electives,credits,free_days,early1,lunch_fail,late,runs,holes
2716,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1002-04-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+2+1+1+1
2717,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1002-04-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+2+1+1+1
2718,7.94,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,YCE1253-01-00 CTM1001-02-00,18.0,월금,1,2,2,6,1+1+1+1
2719,7.94,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,YCE1253-01-00 CTM1001-02-00,18.0,월금,1,2,2,6,1+1+1+1
2720,7.94,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,YCE1253-01-00 CTM1001-02-00,18.0,월금,1,2,2,6,1+1+1+1
2721,7.94,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,YCE1253-01-00 CTM1001-02-00,18.0,월금,1,2,2,6,1+1+1+1
2722,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2723,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2724,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2725,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2726,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2727,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2728,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2729,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2730,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2731,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2732,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2733,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2734,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2735,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2736,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2737,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2738,7.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2739,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2740,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2741,7.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCG1804-01-00 YCK1998-03-00,18.0,월금,1,0,1,,1+2+1+1+1
2742,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCJ1305-01-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2743,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCB1101-13-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2744,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,YCK1998-03-00 ISM1001-02-00,18.0,월금,0,0,2,6+6,1
2745,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCB1101-13-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2746,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,UCB1105-02-00 YCI1901-01-00,18.0,월수금,0,0,2,6+6,1
2747,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,YCK1998-03-00 ISM1001-02-00,18.0,월금,0,0,2,6+6,1
2748,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCB1101-43-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2749,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,UCB1105-02-00 YCI1901-01-00,18.0,월수금,0,0,2,6+6,1
2750,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCB1101-13-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2751,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,UCB1105-02-00 UCD1101-01-00,18.0,월수금,0,0,2,6+6,1
2752,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,UCB1105-02-00 YCI1901-01-00,18.0,월수금,0,0,2,6+6,1
2753,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCJ1305-01-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2754,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCJ1305-01-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2755,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,YCK1998-03-00 ISM1001-02-00,18.0,월금,0,0,2,6+6,1
2756,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,UCD1101-01-00 YCI1998-02-00,18.0,월수금,0,0,2,6+6,1
2757,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,UCB1105-02-00 UCD1101-01-00,18.0,월수금,0,0,2,6+6,1
2758,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCB1101-13-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2759,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,UCB1105-02-00 UCD1101-01-00,18.0,월수금,0,0,2,6+6,1
2760,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,UCB1105-02-00 YCI1901-01-00,18.0,월수금,0,0,2,6+6,1
2761,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,UCD1101-01-00 YCI1998-02-00,18.0,월수금,0,0,2,6+6,1
2762,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,UCB1105-02-00 UCD1101-01-00,18.0,월수금,0,0,2,6+6,1
2763,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCB1101-13-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2764,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,UCB1105-02-00 YCI1901-01-00,18.0,월수금,0,0,2,6+6,1
2765,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,UCD1101-01-00 YCI1998-02-00,18.0,월수금,0,0,2,6+6,1
2766,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCB1101-43-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2767,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCJ1305-01-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2768,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCJ1305-01-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2769,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCJ1305-01-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2770,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,UCB1105-02-00 YCI1901-01-00,18.0,월수금,0,0,2,6+6,1
2771,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCB1101-13-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2772,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,YCB1101-43-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2773,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,UCD1101-01-00 YCI1998-02-00,18.0,월수금,0,0,2,6+6,1
2774,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCJ1305-01-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2775,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCB1101-43-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2776,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCJ1305-01-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2777,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCB1101-13-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2778,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,YCK1998-03-00 ISM1001-02-00,18.0,월금,0,0,2,6+6,1
2779,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,YCB1101-43-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2780,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCB1101-43-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2781,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCB1101-13-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2782,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,UCB1105-02-00 YCI1901-01-00,18.0,월수금,0,0,2,6+6,1
2783,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,UCD1101-01-00 YCI1998-02-00,18.0,월수금,0,0,2,6+6,1
2784,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,UCD1101-01-00 YCI1998-02-00,18.0,월수금,0,0,2,6+6,1
2785,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,UCD1101-01-00 YCI1998-02-00,18.0,월수금,0,0,2,6+6,1
2786,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,UCB1105-02-00 YCI1901-01-00,18.0,월수금,0,0,2,6+6,1
2787,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,UCD1101-01-00 YCI1998-02-00,18.0,월수금,0,0,2,6+6,1
2788,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCB1101-43-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2789,7.915,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCB1101-43-00 YCK1998-03-00,18.0,월금,0,0,2,6+6,1
2790,7.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCG1804-01-00 BIZ1101-09-00,18.0,월금,0,1,1,5,1+1
2791,7.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCG1804-01-00 BIZ1101-09-00,18.0,월금,0,1,1,5,1+1
2792,7.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCG1804-01-00 BIZ1101-09-00,18.0,월금,0,1,1,5,1+1
2793,7.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCG1804-01-00 BIZ1101-09-00,18.0,월금,0,1,1,5,1+1
2794,7.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCG1804-01-00 BIZ1101-09-00,18.0,월금,0,1,1,5,1+1
2795,7.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCG1804-01-00 BIZ1101-09-00,18.0,월금,0,1,1,5,1+1
2796,7.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCG1804-01-00 BIZ1101-09-00,18.0,월금,0,1,1,5,1+1
2797,7.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCG1804-01-00 BIZ1101-09-00,18.0,월금,0,1,1,5,1+1
2798,7.889,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,18.0,월금,1,0,3,6,1+1+2+2+2
2799,7.889,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,18.0,월금,1,0,3,6,1+1+2+2+2
2800,7.869,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,YCH1202-01-00 BIZ1101-09-00,18.0,월금,1,0,2,4,1+1+1+2
2801,7.869,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,YCH1202-01-00 BIZ1101-09-00,18.0,월금,1,0,2,4,1+1+1+2
2802,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+2+1+1
2803,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+1+2+1
2804,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2805,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+2+1+1
2806,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2807,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2808,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,YCE1253-01-00 UCD1101-01-00,18.0,월수금,1,0,2,6,1+1+1
2809,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,YCE1253-01-00 UCD1101-01-00,18.0,월수금,1,0,2,6,1+1+1
2810,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+2+1+1
2811,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2812,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+1+2+1
2813,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+1+2+1
2814,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+2+1+1
2815,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,YCE1253-01-00 UCD1101-01-00,18.0,월수금,1,0,2,6,1+1+1
2816,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+1+2+1
2817,7.865,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 ECO1002-05-00,18.0,월금,1,0,2,6,1+1+3
2818,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2819,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+1+2+1
2820,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2821,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2822,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+1+2+1
2823,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2824,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,YCE1253-01-00 UCD1101-01-00,18.0,월수금,1,0,2,6,1+1+1
2825,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2826,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,YCE1253-01-00 UCD1101-01-00,18.0,월수금,1,0,2,6,1+1+1
2827,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+1+2+1
2828,7.865,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,UCD1101-01-00 ECO1002-05-00,18.0,월금,1,0,2,6,1+1+3
2829,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCE1253-01-00 YCI1901-01-00,18.0,월수금,1,0,2,6,1+1+1
2830,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA1002-04-00 SED2104-01-00,18.0,월금,0,0,3,6,2+1+1+2+1
2831,7.865,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,YCE1253-01-00 UCD1101-01-00,18.0,월수금,1,0,2,6,1+1+1
2832,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2833,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2834,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2835,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2836,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2837,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2838,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2839,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2840,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2841,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2842,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2843,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2844,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2845,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2846,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2847,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2848,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2849,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2850,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
2851,7.855,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+1+1+2
2852,7.855,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCK1998-03-00 STA2102-05-00,18.0,월금,1,0,1,4,1+2+1+1
