rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,late,runs,holes
3794,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3795,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3796,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3797,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3798,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+3+2+2
3799,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+1+1+2
3800,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+1+1+2
3801,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3802,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3803,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3804,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3805,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3806,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3807,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3808,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3809,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3810,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3811,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3812,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3813,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3814,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3815,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3816,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+1+1+2
3817,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3818,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3819,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3820,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+1+1+2
3821,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3822,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3823,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3824,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3825,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3826,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3827,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+1+1+2
3828,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 ECO1002-06-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+3+2+1
3829,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+1+1+2
3830,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3831,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3832,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 ECO1002-06-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+3+2+1
3833,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3834,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3835,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3836,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3837,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3838,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3839,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3840,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3841,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+1+1+2
3842,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,2+1+1+2
3843,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3844,10.665,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 YCI1998-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+2+1
3845,10.665,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 UCB1105-02-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+1+2+2
3846,10.658,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-11-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,0,0,2,6+5+4,1+2
3847,10.658,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,0,2,4+4+4,2+1+2+2
3848,10.658,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,0,2,4+4+4,2+1+2+2
3849,10.658,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-11-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,0,0,2,6+5+4,1+2
3850,10.658,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,0,2,4+4+4,2+1+2+2
3851,10.658,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,0,2,4+4+4,2+1+2+2
3852,10.657,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,2,6,1+3
3853,10.657,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,2,6,3+1
3854,10.64,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,2,0,2,,1+2+3+1+1
3855,10.64,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,2,0,2,,1+2+3+1+1
3856,10.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,2,0,2,,1+2+3+1+1
3857,10.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,2,0,2,,1+2+3+1+1
3858,10.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,2,0,2,,1+2+3+1+1
3859,10.64,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,2,0,2,,1+2+3+1+1
3860,10.64,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,2,0,2,,1+2+3+1+1
3861,10.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 YCI1901-01-00,ME FREE,18.0,월금,2,0,2,,1+2+3+1+1
3862,10.624,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1351-01-00 UIC1751-01-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월화,2,1,0,4+7,1+2
3863,10.607,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4+4,2
3864,10.607,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,1,4+4,2
3865,10.607,Lang,-,QRM1001-01-00 UIC1561-01-00 ASP2033-01-00 UIC2151-12-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,2
3866,10.607,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,2,4+6,4+2
3867,10.599,WCiv,YCA1006-01-00,QRM1001-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,2,6,2+4+2+3
3868,10.599,WCiv,YCA1006-01-00,QRM1001-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,2,6,2+4+2+3
3869,10.599,WCiv,YCA1006-01-00,QRM1001-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,2,6,2+4+2+3
3870,10.599,WCiv,YCA1006-01-00,QRM1001-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,2,6,2+4+2+3
3871,10.592,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,월,0,1,1,6+5,1+3
3872,10.592,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,월,0,1,1,6+5,1+3
3873,10.592,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-14-00,QRM2002-01-00 QRM2102-01-00,ME ME,18.0,,1,0,1,4,3+1
3874,10.589,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,STA2102-05-00 QRM3001-01-00,ME ME,18.0,월,0,0,1,4,3+2+2
3875,10.589,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,STA2102-05-00 QRM3001-01-00,ME ME,18.0,월,0,0,1,4,3+2+2
3876,10.583,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,1,2,6+4,2+2
3877,10.583,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,1,2,6+4,2+2
3878,10.583,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,금,2,1,0,4+5,1+2
3879,10.583,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,금,2,1,0,4+5,1+2
3880,10.583,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-02-00,STA2102-04-00 QRM2001-01-00,ME ME,18.0,금,1,1,1,5,2+2+2+1
3881,10.583,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-02-00,STA2102-04-00 QRM2001-01-00,ME ME,18.0,금,1,1,1,5,2+2+2+1
3882,10.583,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-02-00,STA2102-04-00 QRM2001-01-00,ME ME,18.0,금,1,1,1,5,2+2+2+1
3883,10.583,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,금,2,1,0,4+5,1+2
3884,10.583,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,금,2,1,0,4+5,1+2
3885,10.583,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-02-00,STA2102-04-00 QRM2001-01-00,ME ME,18.0,금,1,1,1,5,2+2+2+1
3886,10.578,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,QRM2002-01-00 YCH1202-01-00,ME FREE,18.0,월화,2,0,1,,1+1+1+1
3887,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3888,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3889,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3890,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3891,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3892,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3893,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3894,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3895,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3896,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3897,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3898,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,3,4+6,1+1+1
3899,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3900,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3901,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3902,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3903,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3904,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3905,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3906,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3907,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3908,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3909,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3910,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3911,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3912,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3913,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3914,10.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,0,1,1,6+4,1+1+1
3915,10.558,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,,2+2+1+2+1
3916,10.558,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,,2+2+1+2+1
3917,10.558,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,,2+2+1+2+1
3918,10.558,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,,2+2+1+2+1
3919,10.558,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,,2+2+1+2+1
3920,10.558,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,,2+2+1+2+1
3921,10.558,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,1,0,1,,2+2+1+2+1
