rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,late,runs,holes
1447,17.04,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,0,0,3,4+4,1+1+1
1448,17.04,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,0,0,3,4+4,1+1+1
1449,17.04,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,0,0,3,4+4,1+1+1
1450,17.04,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,0,0,3,4+4,1+1+1
1451,17.04,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,ECO1101-06-00 YCH1605-01-00,ECO1101 FREE,18.0,월금,1,0,3,4,1+2+3+2+1
1452,17.033,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,ECO1101-06-00 ECO1103-02-00,ECO1101 ME,18.0,금,1,0,3,4+4,2+3+1+2+2
1453,17.033,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,ECO1101-06-00 ECO1103-02-00,ECO1101 ME,18.0,금,1,0,3,4+4,2+3+1+2+2
1454,16.982,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,2,4,2+1
1455,16.965,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,월금,1,2,3,4+7+5,1+2
1456,16.965,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-14-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,월금,1,2,3,4+7+5,1+2
1457,16.965,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,월금,1,2,3,4+7+5,1+2
1458,16.965,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,월금,1,2,3,4+7+5,1+2
1459,16.965,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,월금,1,2,3,4+7+5,1+2
1460,16.931,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,0,1,4,3+2+1+1
1461,16.917,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,1,4+5,3+2
1462,16.917,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,1,4+5,3+2
1463,16.883,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,0,0,3,4+6,2+2+2
1464,16.883,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,0,0,3,4+6,2+2+2
1465,16.858,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-10-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,0,0,2,4+5+4,2+1+2+2
1466,16.858,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-04-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,0,0,2,4+5+4,2+1+2+2
1467,16.792,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,월,1,1,1,5,3+1
1468,16.79,-,-,QRM1001-01-00 UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00,ME,18.0,월금,2,1,1,4+6,3
1469,16.79,-,-,QRM1001-01-00 UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00,ME,18.0,월금,2,1,1,4+6,3
1470,16.79,-,-,QRM1001-01-00 UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00,ME,18.0,월금,2,1,1,4+6,3
1471,16.79,-,-,QRM1001-01-00 UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00,ME,18.0,월금,2,1,1,4+6,3
1472,16.765,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+6+4,3+2
1473,16.765,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,2,4+6+4,3+2
1474,16.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
1475,16.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
1476,16.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
1477,16.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
1478,16.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,1,3,4+5+5,1+1+2
1479,16.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,1,3,4+5+5,1+1+2
1480,16.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,1,3,4+5+5,1+1+2
1481,16.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1805-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,1,3,4+5+5,1+1+2
1482,16.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,1,3,4+5+5,1+1+2
1483,16.74,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-01-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,1,3,4+5+5,1+1+2
1484,16.732,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1351-01-00 UIC1751-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월화,2,0,2,6+4,1+2+2
1485,16.708,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,3,6,1+2+2+1+1
1486,16.708,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,3,6,1+2+2+1+1
1487,16.708,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,3,6,1+2+2+1+1
1488,16.708,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,3,6,1+2+2+1+1
1489,16.708,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,3,6,1+2+2+1+1
1490,16.708,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,3,6,1+2+2+1+1
1491,16.708,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,3,6,1+2+2+1+1
1492,16.708,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1805-01-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,3,6,1+2+2+1+1
1493,16.682,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,0,1,4+4,2+1+2
1494,16.665,-,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,월금,2,1,1,6,2+1+3
1495,16.665,-,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,월금,2,1,1,6,2+1+3
1496,16.665,-,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,월금,2,1,1,6,2+1+3
1497,16.665,-,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,월금,2,1,1,6,2+1+3
1498,16.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,2+2
1499,16.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,2+2
1500,16.625,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-11-00,ECO1103-02-00 QRM2004-01-00,ME ME,18.0,금,1,1,1,4+5,2+3+1
1501,16.59,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,1,1,1,5,1+1
1502,16.59,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 BIZ1101-09-00,ME FREE,18.0,월금,1,1,1,5,1+1
1503,16.565,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,2,6,1+1+1
1504,16.565,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,2,6,1+1+1
1505,16.565,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,QRM2004-01-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,2,6,1+1+1
1506,16.565,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,QRM2004-01-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,2,6,1+1+1
1507,16.557,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,2,0,4+4+5,1+2
1508,16.557,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,2,0,4+4+5,1+2
1509,16.557,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,2,0,4+4+5,1+2
1510,16.557,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,2,0,4+4+5,1+2
1511,16.557,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,2,0,4+4+5,1+2
1512,16.54,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,ECO1101-06-00 YCE1253-01-00,ECO1101 FREE,18.0,월금,1,0,3,4+4,1+1+3+2
1513,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,3+2
1514,16.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,3+2
1515,16.5,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-03-00 UIC2151-14-00 UIC1805-02-00,STA2102-04-00 QRM2002-01-00,ME ME,18.0,월,1,0,1,5,1+1+1
1516,16.5,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-03-00 UIC2151-14-00 UIC1805-02-00,STA2102-04-00 QRM2002-01-00,ME ME,18.0,월,1,0,1,5,1+1+1
1517,16.49,MR,-,UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,1,4+4,2+1
1518,16.49,MR,-,UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,1,4+4,2+1
1519,16.467,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-04-00,QRM2004-01-00 QRM2002-01-00,ME ME,18.0,,1,0,0,,2+1+1+1
1520,16.467,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-10-00,QRM2004-01-00 QRM2002-01-00,ME ME,18.0,,1,0,0,,2+1+1+1
1521,16.458,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,금,1,1,1,4+5,2+1+2+1
1522,16.458,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,금,1,1,1,4+5,2+1+2+1
1523,16.458,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,금,1,1,1,4+5,2+1+2+1
1524,16.458,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,금,1,1,1,4+5,2+1+2+1
1525,16.458,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,금,1,1,1,4+5,2+1+2+1
1526,16.458,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,금,1,1,1,4+5,2+1+2+1
1527,16.458,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,금,1,1,1,4+5,2+1+2+1
1528,16.458,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,금,1,1,1,4+5,2+1+2+1
1529,16.425,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC1751-01-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,1,4+4,1+1+2
1530,16.425,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC1751-01-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,1,4+4,1+2+1
1531,16.425,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC1751-01-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,1,4+4,1+1+2
1532,16.425,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC1751-01-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,1,4+4,1+2+1
1533,16.408,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00,ECO1101-06-00 ECO1103-02-00,ECO1101 ME,18.0,금,1,0,3,4+4,2+3+1+2+2+1
1534,16.408,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00,ECO1101-06-00 ECO1103-02-00,ECO1101 ME,18.0,금,1,0,3,4+4,2+3+1+2+2+1
1535,16.38,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC1751-01-00,ECO1101-06-00 QRM3001-01-00,ECO1101 ME,18.0,월화,0,1,2,4+5,1+1+2
1536,16.35,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-14-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,1,4+6,1
1537,16.35,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-14-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,1,4+6,1
1538,16.333,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-02-00 UIC2151-11-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,0,2,6,2+1+3+2
1539,16.333,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-03-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,0,2,6,2+1+3+2
1540,16.333,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-02-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,0,2,6,2+1+3+2
1541,16.292,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1751-01-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,1,4+5,3+2+1
1542,16.29,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,ECO1101-06-00 QRM2001-01-00,ECO1101 ME,18.0,월금,2,1,3,4+5,1+3+3+2+1
1543,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1544,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1545,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1546,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1547,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1548,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1549,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1550,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1551,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1552,16.29,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,2+1
1553,16.286,Lang,-,QRM1001-01-00 UIC1561-01-00 ASP2033-01-00 UIC2151-14-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,0,0,2,4,2+1
1554,16.265,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4+5,1+2+3
1555,16.265,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4+5,1+2+3
1556,16.265,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4+5,1+2+3
1557,16.265,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4+5,1+2+3
1558,16.233,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-02-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,1,2,8,1+1+2
1559,16.233,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-03-00 UIC2151-10-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,1,2,8,1+1+2
1560,16.233,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-03-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,1,2,8,1+1+2
1561,16.233,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-03-00 UIC2151-04-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,1,2,8,1+1+2
1562,16.233,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-03-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,1,2,8,1+1+2
1563,16.233,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-02-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,1,2,8,1+1+2
1564,16.233,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-03-00 UIC2151-04-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,1,2,8,1+1+2
1565,16.233,MR,YCA1006-02-00,UIC1561-01-00 UIC1501-03-00 UIC2151-10-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,0,1,2,8,1+1+2
1566,16.217,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,1,1,0,4+4,1
1567,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1568,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1569,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1570,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1571,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1572,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1573,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1574,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1575,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
1576,16.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,0,0,2,4+6,1+1
