rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,dinner_fail,late,runs,holes
4472,123.26,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,STA2102-05-00 ECO1002-04-00,ME FREE,18.0,월금,0,1,0,2,8,3
4473,123.239,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-14-00,QRM2004-01-00 YCH1202-01-00,ME FREE,18.0,월수금,1,1,0,2,6+5,1+1
4474,123.235,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-05-00 YCF1603-04-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4475,123.235,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,QRM2004-01-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,1,4,1+3
4476,123.235,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,QRM2004-01-00 YCG1853-01-00,ME FREE,18.0,월금,1,0,0,1,4,1+3
4477,123.235,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-05-00 YCF1603-04-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4478,123.235,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,QRM2004-01-00 YCG1804-01-00,ME FREE,18.0,월금,1,0,0,1,4,1+3
4479,123.235,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1601-02-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4480,123.235,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1301-07-00,STA2102-05-00 ISM1001-02-00,ME FREE,18.0,월금,2,0,0,2,6,3+1
4481,123.235,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-05-00 YCF1603-04-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4482,123.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1601-02-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4483,123.235,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1806-01-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,6,5+1
4484,123.235,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1805-01-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,6,5+1
4485,123.235,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1805-01-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,6,5+1
4486,123.235,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1601-02-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4487,123.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1601-02-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4488,123.235,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 YCF1603-04-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4489,123.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1301-07-00,STA2102-05-00 YCB1101-13-00,ME FREE,18.0,월금,2,0,0,2,6,3+1
4490,123.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 YCF1603-04-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4491,123.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 YCF1603-04-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,1,0,1,6,1+3
4492,123.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1301-07-00,STA2102-05-00 YCB1101-43-00,ME FREE,18.0,월금,2,0,0,2,6,3+1
4493,123.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,STA2102-05-00 YCF1201-10-00,ME FREE,18.0,월금,2,0,0,2,6,3+1
4494,123.235,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1806-01-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,6,5+1
4495,123.235,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-05-00,QRM2004-01-00 STP2004-01-00,ME FREE,18.0,월금,1,1,0,1,6,1+1+2
4496,123.215,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,1,0,1,6,1+4+2
4497,123.182,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1351-01-00 UIC1751-01-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월화,2,1,0,0,7,1+2
4498,123.17,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-04-00,STA2102-05-00 IIT3104-01-00,ME FREE,18.0,월,0,0,0,1,,1+1+1
4499,123.16,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,STA2102-05-00 UBC2005-01-00,ME FREE,18.0,월금,0,0,0,2,6,2+1
4500,123.147,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,STA2102-05-00 QRM3001-01-00,ME ME,18.0,월,0,0,0,1,,3+2+2
4501,123.147,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,STA2102-05-00 QRM3001-01-00,ME ME,18.0,월,0,0,0,1,,3+2+2
4502,123.135,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 ATM2112-01-00,ME FREE,18.0,월금,2,1,0,1,5,1+3+2
4503,123.135,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 ATM2112-01-00,ME FREE,18.0,월금,2,1,0,1,5,1+3+2
4504,123.135,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,2,1,0,2,5,2+1+1
4505,123.135,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00 CTM1004-02-00,ME FREE,18.0,월금,2,1,0,1,5,1+3+2
4506,123.135,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 ATM2112-01-00,ME FREE,18.0,월금,2,1,0,1,5,1+3+2
4507,123.135,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00 CTM1004-02-00,ME FREE,18.0,월금,2,1,0,1,5,1+3+2
4508,123.135,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00 CTM1004-02-00,ME FREE,18.0,월금,2,1,0,1,5,1+3+2
4509,123.135,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,2,1,0,2,5,2+1+1
4510,123.135,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,2,1,0,2,5,2+1+1
4511,123.135,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,2,1,0,2,5,2+1+1
4512,123.135,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 ATM2112-01-00,ME FREE,18.0,월금,2,1,0,1,5,1+3+2
4513,123.135,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00 CTM1004-02-00,ME FREE,18.0,월금,2,1,0,1,5,1+3+2
4514,123.135,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-12-00,QRM2004-01-00 YCK1998-03-00,ME FREE,18.0,월금,2,1,0,0,5,1+3
4515,123.135,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-12-00,QRM2004-01-00 YCG1853-01-00,ME FREE,18.0,월금,2,1,0,0,5,1+3
4516,123.135,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-12-00,QRM2004-01-00 YCG1804-01-00,ME FREE,18.0,월금,2,1,0,0,5,1+3
4517,123.135,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 ASP2102-01-00,ME FREE,18.0,월금,1,1,0,1,5,2+1+2+1
4518,123.11,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1301-07-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,2,0,0,1,,1+2+1+1
4519,123.11,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1607-02-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,0,0,1,,3+1+2+1
4520,123.074,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 YCF1603-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,0,0,0,1,4,1
4521,123.074,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,0,0,0,1,4,1
4522,123.074,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1351-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,0,0,0,1,4,1
4523,123.074,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,,0,0,0,0,,2+1
4524,123.074,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1751-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,,0,0,0,0,,2+1
4525,123.074,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-10-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,,0,0,0,0,,2+1
4526,123.074,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1751-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,,0,0,0,0,,2+1
4527,123.074,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,,0,0,0,0,,2+1
4528,123.074,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-10-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,,0,0,0,0,,2+1
4529,123.06,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1301-07-00,STA2102-05-00 IID2103-01-00,ME FREE,18.0,월금,3,0,0,0,,2+2+1
4530,123.06,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1301-07-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,2,0,0,1,4,4+1
4531,123.06,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1301-07-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,2,0,0,1,4,4+1
4532,123.06,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1806-01-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,1,0,0,5+6,1
4533,123.06,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1805-01-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,1,0,0,5+6,1
4534,123.06,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1301-07-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,2,0,0,1,4,4+1
4535,123.06,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1806-01-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,1,0,0,5+6,1
4536,123.06,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1805-01-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,1,0,0,5+6,1
4537,123.053,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1451-03-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,금,0,0,0,1,,2+1
4538,123.053,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1451-03-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,금,0,0,0,1,,2+1
4539,123.053,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1451-03-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,금,0,0,0,1,,2+1
4540,123.003,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-10-00 YCF1603-04-00,STA2102-05-00 CTM1002-02-00,ME FREE,18.0,금,0,0,0,1,4,2+1+1+1
4541,123.003,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-04-00 YCF1603-04-00,STA2102-05-00 CTM1002-02-00,ME FREE,18.0,금,0,0,0,1,4,2+1+1+1
4542,123.003,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1451-03-00,STA2102-05-00 CTM1002-02-00,ME FREE,18.0,금,0,0,0,1,4,2+1+1+1
4543,123.003,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1451-03-00,STA2102-05-00 CTM1002-02-00,ME FREE,18.0,금,0,0,0,1,4,2+1+1+1
4544,123.003,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 YCF1603-04-00,STA2102-05-00 CTM1002-02-00,ME FREE,18.0,금,0,0,0,1,4,2+1+1+1
4545,123.003,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 YCF1603-04-00,STA2102-05-00 CTM1002-02-00,ME FREE,18.0,금,0,0,0,1,4,2+1+1+1
4546,122.989,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,STA2102-05-00 ANT2105-01-00,ME FREE,18.0,월금,0,0,0,3,5+6,4
4547,122.985,Lang,-,QRM1001-01-00 UIC1561-01-00 ASP2033-01-00 UIC2151-12-00,STA2102-05-00 YCB1101-02-00,ME FREE,18.0,월금,1,0,0,0,4,2+2
4548,122.985,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-05-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,1,1,0,0,6,4
4549,122.985,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-05-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,1,0,0,6,4
4550,122.985,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-05-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,1,0,0,6,4
4551,122.982,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-04-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4+4,2+4+1+1
4552,122.982,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-10-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4+4,2+4+1+1
4553,122.974,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1351-03-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,3+2
4554,122.974,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-05-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,1,1,0,0,5,1
4555,122.939,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-12-00,STA2102-05-00 YCH1202-01-00,ME FREE,18.0,월금,2,1,0,1,5,1+2+1
4556,122.935,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1301-07-00,STA2102-05-00 CTM1004-02-00,ME FREE,18.0,월금,3,0,0,1,,3+2+1
4557,122.935,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1301-07-00,STA2102-05-00 ATM2112-01-00,ME FREE,18.0,월금,3,0,0,1,,3+2+1
4558,122.935,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,0,1,5+6,1+3
4559,122.928,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-10-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,금,0,0,0,1,6,2+3+1
4560,122.928,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-04-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,금,0,0,0,1,6,2+3+1
4561,122.902,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1351-04-00,STA2102-05-00 POL1004-01-00,ME FREE,18.0,월화,2,0,0,0,,1+1
4562,122.878,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00,STA2102-05-00 SED2103-01-00,ME FREE,18.0,금,1,0,0,1,,2+3+1+1+1
4563,122.878,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00,STA2102-05-00 SED2103-01-00,ME FREE,18.0,금,1,0,0,1,,2+3+1+1+1
4564,122.86,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1501-05-00 UIC2151-14-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,0,0,1,4,3+2
4565,122.86,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,0,2,6,5+2
4566,122.86,Lang,-,QRM1001-01-00 UIC1561-01-00 ASP2033-01-00 UIC2151-14-00,STA2102-05-00 SED2103-01-00,ME FREE,18.0,월금,1,0,0,1,,2+3
4567,122.86,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,STA2102-05-00 YCJ1305-01-00,ME FREE,18.0,월금,1,0,0,2,6,5+2
4568,122.848,-,-,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 YCF1607-02-00,STA2102-05-00,ME,18.0,월금,2,1,0,1,6,3
4569,122.848,-,-,QRM1001-01-00 UIC1561-01-00 UIC1501-05-00 UIC2151-14-00 YCF1601-02-00,STA2102-05-00,ME,18.0,월금,2,1,0,1,6,3
4570,122.828,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-11-00,QRM2004-01-00 STA1002-04-00,ME FREE,18.0,금,0,1,0,1,4+5,1+1
4571,122.81,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,QRM2004-01-00 SED2104-01-00,ME FREE,18.0,월금,1,1,0,3,6+5,1+1+1
4572,122.81,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,QRM2004-01-00 SED2104-01-00,ME FREE,18.0,월금,1,1,0,3,6+5,1+1+1
4573,122.81,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,QRM2004-01-00 SED2104-01-00,ME FREE,18.0,월금,1,1,0,3,6+5,1+1+1
4574,122.81,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,QRM2004-01-00 SED2104-01-00,ME FREE,18.0,월금,1,1,0,3,6+5,1+1+1
4575,122.807,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00,STA2102-05-00 CDM2012-01-00,ME FREE,18.0,금,0,0,0,2,4,2+3+1+1
4576,122.807,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00,STA2102-05-00 CDM2012-01-00,ME FREE,18.0,금,0,0,0,2,4,2+3+1+1
4577,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-11-00,QRM2004-01-00 YCI1901-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4578,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-11-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4579,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-04-00,QRM2004-01-00 YCJ1305-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4580,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-11-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4581,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-10-00,QRM2004-01-00 YCJ1305-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4582,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-11-00,QRM2004-01-00 YCJ1305-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4583,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-10-00,QRM2004-01-00 YCI1901-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4584,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-04-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4585,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-11-00,QRM2004-01-00 YCJ1305-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4586,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-04-00,QRM2004-01-00 YCI1901-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4587,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-10-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4588,122.803,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-11-00,QRM2004-01-00 YCI1901-01-00,ME FREE,18.0,금,0,1,0,1,6,1+1+1
4589,122.795,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1351-03-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월,0,0,0,1,,3+1
4590,122.795,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-04-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월,0,0,0,1,,3+1
4591,122.795,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-04-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월,0,0,0,1,,3+1
4592,122.795,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,STA2102-05-00 CTM2009-01-00,ME FREE,18.0,월,0,0,0,1,,3+2+1
4593,122.795,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,STA2102-05-00 CTM2009-01-00,ME FREE,18.0,월,0,0,0,1,,3+2+1
4594,122.795,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,STA2102-05-00 EDU2002-01-00,ME FREE,18.0,월,0,0,0,1,,3+2+1
4595,122.795,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,STA2102-05-00 EDU2002-01-00,ME FREE,18.0,월,0,0,0,1,,3+2+1
4596,122.785,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,0,2,6,2
4597,122.785,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 YCB1101-43-00,ME FREE,18.0,월금,1,0,0,2,6,2
4598,122.785,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 YCJ1305-01-00,ME FREE,18.0,월금,1,0,0,2,6,2
4599,122.785,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,STA2102-05-00 ATM2112-01-00,ME FREE,18.0,월금,1,0,0,2,6,2
4600,122.735,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1607-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,1,0,0,2,,3+2+1
4601,122.735,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1607-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,1,0,0,2,,3+2+1
4602,122.685,LHP,-,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,5,2+2
