rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,dinner_fail,late,runs,holes
1617,135.635,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+3
1618,135.635,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+3
1619,135.635,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+3
1620,135.635,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+3
1621,135.635,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+3
1622,135.628,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,금,0,0,0,1,,2+2+1+1
1623,135.628,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,금,0,0,0,1,,2+1+2+1
1624,135.628,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,금,0,0,0,1,,2+2+1+1
1625,135.628,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,금,0,0,0,1,,2+1+2+1
1626,135.628,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00,STA2102-05-00 MAT1011-02-00,ME FREE,18.0,금,0,0,0,1,,2+2+1+1
1627,135.628,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00,STA2102-05-00 MAT1011-02-00,ME FREE,18.0,금,0,0,0,1,,2+2+1+1
1628,135.627,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,2,1,0,2,5,4+2+3+1
1629,135.627,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,2,1,0,2,5,4+2+3+1
1630,135.627,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,2,1,0,2,5,4+2+3+1
1631,135.627,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,2,1,0,2,5,4+2+3+1
1632,135.592,MR,-,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,1,5+4,2
1633,135.592,MR,-,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,1,5+4,2
1634,135.592,MR,-,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,1,5+4,2
1635,135.592,MR,-,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,1,5+4,2
1636,135.592,MR,-,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,1,5+4,2
1637,135.592,MR,-,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,1,5+4,2
1638,135.592,MR,-,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,1,5+4,2
1639,135.592,MR,-,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,0,0,0,1,5+4,2
1640,135.574,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-14-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월,0,0,0,1,6,1
1641,135.56,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,0,1,4,3+2
1642,135.56,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,0,1,4,3+2
1643,135.52,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-02-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4,2+1+1+1+1+2
1644,135.52,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-02-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4,2+1+1+1+1+2
1645,135.52,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-02-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4,2+1+1+1+1+2
1646,135.52,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-02-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4,2+1+1+1+1+2
1647,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1648,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1649,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1650,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1651,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1652,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1653,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1654,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1655,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1656,135.517,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,6,1+1+1+2
1657,135.515,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,0,6+6,1
1658,135.515,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,0,6+6,1
1659,135.515,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,0,6+6,1
1660,135.515,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,0,6+6,1
1661,135.515,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-05-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,1,6,2+1
1662,135.495,WCiv,YCA1006-02-00,QRM1001-01-00 ASP2022-01-00 UIC2151-10-00 YCF1451-04-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,금,0,0,0,1,4,2+3+1+1
1663,135.495,WCiv,YCA1006-02-00,QRM1001-01-00 ASP2022-01-00 UIC2151-04-00 YCF1451-04-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,금,0,0,0,1,4,2+3+1+1
1664,135.467,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 YCF1501-03-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,4,1+2+2
1665,135.467,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 YCF1301-08-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,1,4,1+2+2
1666,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-07-00 UIC1805-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,0,,1+1
1667,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-09-00 UIC1806-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,0,,1+1
1668,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-06-00 UIC1805-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,0,,1+1
1669,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-09-00 UIC1806-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,0,,1+1
1670,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC1751-01-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,1,0,0,4,1+1
1671,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-08-00 UIC1806-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,0,,1+1
1672,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC1751-01-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,1,0,0,4,1+1
1673,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-07-00 UIC1805-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,0,,1+1
1674,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-06-00 UIC1805-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,0,,1+1
1675,135.437,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-03-00 UIC2151-08-00 UIC1806-02-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,0,,1+1
1676,135.435,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1301-07-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,2,0,0,1,,3+1
1677,135.435,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1301-07-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,2,0,0,1,,3+1
1678,135.435,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1301-07-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,2,0,0,1,,3+1
1679,135.402,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-12-00 YCF1601-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,1,0,0,5,1+2
1680,135.393,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 YCF1603-04-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,0,0,0,3,5+4+6,1
1681,135.377,MR,-,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,2+2+2+1+1
1682,135.377,MR,-,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,월금,2,0,0,1,,2+2+2+1+1
1683,135.362,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-01-00 UIC2151-14-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,0,1,6,1+2
1684,135.362,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-01-00 UIC2151-14-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,0,1,6,1+2
1685,135.362,MR,YCA1006-01-00,UIC1561-01-00 UIC1351-02-00 UIC2151-14-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,0,1,6,1+2
1686,135.362,MR,YCA1006-01-00,UIC1561-01-00 UIC1351-02-00 UIC2151-14-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월,0,0,0,1,6,1+2
1687,135.357,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4,2+3+1+1
1688,135.357,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4,2+3+1+1
1689,135.343,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,1,0,2,4+5,1+1+1
1690,135.343,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,1,0,2,4+5,1+1+1
1691,135.343,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,1,0,2,4+5,1+1+1
1692,135.343,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,1,0,2,4+5,1+1+1
1693,135.342,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,4+4,1+3+2
1694,135.342,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,1,0,2,4+4,1+3+2
1695,135.285,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,0,0,0,2,6,
1696,135.285,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,0,0,0,2,6,
1697,135.285,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1603-04-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,0,0,0,2,6,
1698,135.262,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,1
1699,135.262,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,1
1700,135.262,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,1
1701,135.262,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,1
1702,135.262,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,1
1703,135.262,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,1
1704,135.262,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,1
1705,135.262,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,1
1706,135.26,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-14-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+2
1707,135.26,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-14-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+2
1708,135.26,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-05-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,1,0,1,5,2+1
1709,135.235,Lang,-,QRM1001-01-00 UIC1561-01-00 ASP2033-01-00 UIC2151-14-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월금,0,0,0,3,,2+1+1
1710,135.223,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 YCF1603-04-00,QRM2004-01-00,ME,18.0,월금,1,0,0,2,6+6,1+3
1711,135.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 YCF1301-07-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,2,0,0,2,,1+1+2+1+2
1712,135.217,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 YCF1301-07-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,월금,2,0,0,2,,1+1+2+1+2
1713,135.207,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,6,2+1
1714,135.207,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,0,0,0,1,6,2+1
1715,135.198,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,월금,2,1,0,1,4+5,1+3+1
1716,135.198,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,월금,2,1,0,1,4+5,1+3+1
1717,135.198,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,월금,2,1,0,1,4+5,1+3+1
1718,135.198,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,월금,2,1,0,1,4+5,1+3+1
1719,135.182,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-04-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,0,0,0,0,5+4,2+1+1
1720,135.182,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-10-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,금,0,0,0,0,5+4,2+1+1
1721,135.16,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-02-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,금,0,0,0,2,,2+2+2+2+1
1722,135.16,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-02-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,금,0,0,0,2,,2+2+2+2+1
1723,135.16,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1805-02-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,금,0,0,0,2,,2+2+2+2+1
1724,135.16,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1805-02-00,STA2102-04-00 ECO1101-06-00,ME ECO1101,18.0,금,0,0,0,2,,2+2+2+2+1
1725,135.143,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 YCF1301-07-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,2,0,0,2,4,1+1+1
1726,135.142,MR,-,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,4,3+2+1
1727,135.142,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,4,1+3+2
1728,135.142,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,4,1+3+2
1729,135.142,MR,-,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,2,4,3+2+1
1730,135.123,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 YCF1301-07-00,STA2102-05-00 ECO1101-05-00,ME ECO1101,18.0,월금,3,0,0,1,4,4+2+1+1
1731,135.12,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-03-00 UIC2151-12-00 YCF1451-04-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,0,1,4,2+1+1
1732,135.12,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1501-02-00 UIC2151-12-00 YCF1451-04-00,STA2102-05-00 ECO1101-06-00,ME ECO1101,18.0,금,1,0,0,1,4,2+1+1
1733,135.068,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-12-00 YCF1603-04-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,2,6,3+2+1
1734,135.062,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,1,0,0,1,,2+2+1
1735,135.062,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,1,0,0,1,,2+2+1
1736,135.042,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 YCF1603-04-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,3,5,1+2+2+1
1737,135.042,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 YCF1603-04-00,ECO1104-06-00 ECO1101-06-00,ME ECO1101,18.0,월금,1,0,0,3,5,1+2+2+1
1738,135.01,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
1739,135.01,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
1740,135.01,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
1741,135.01,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
1742,135.01,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
1743,135.01,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
1744,135.01,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
1745,135.01,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
1746,135.01,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,1,0,1,5,1+3+1
